groesse_cm,gewicht_kg,schuhgroesse,geschlecht,geschlecht_label
183,86.6,43,0,männlich
175,88.2,43,0,männlich
175,67.8,41,1,weiblich
175,63.7,37,1,weiblich
187,90.5,43,0,männlich
168,64.4,38,0,männlich
180,84.7,42,0,männlich
177,61.1,41,1,weiblich
184,88.7,44,0,männlich
155,57.1,37,1,weiblich
161,57.3,37,1,weiblich
178,69.4,41,0,männlich
182,79.8,41,0,männlich
161,69.6,37,0,männlich
169,53.5,39,1,weiblich
164,55.1,38,1,weiblich
173,65.3,40,1,weiblich
173,69.1,41,1,weiblich
185,90.0,44,0,männlich
181,72.1,41,1,weiblich
164,63.8,39,1,weiblich
165,63.5,37,1,weiblich
162,65.4,39,1,weiblich
167,85.4,39,1,weiblich
159,50.8,36,1,weiblich
161,49.7,38,1,weiblich
184,85.2,42,0,männlich
174,83.5,43,0,männlich
163,72.6,38,1,weiblich
160,60.8,37,1,weiblich
175,86.7,41,0,männlich
155,63.8,35,1,weiblich
164,68.3,38,1,weiblich
172,65.2,42,0,männlich
187,80.4,43,0,männlich
185,82.4,44,0,männlich
153,63.5,37,1,weiblich
165,63.3,39,1,weiblich
178,74.4,42,0,männlich
186,97.2,47,0,männlich
173,72.0,41,1,weiblich
184,87.2,44,0,männlich
178,89.9,45,0,männlich
174,76.1,40,0,männlich
160,63.7,36,1,weiblich
169,63.9,40,1,weiblich
182,99.7,43,0,männlich
165,63.0,39,1,weiblich
167,64.0,37,1,weiblich
173,69.5,39,1,weiblich
159,59.5,37,1,weiblich
181,79.8,43,0,männlich
193,97.5,46,0,männlich
171,64.5,39,1,weiblich
180,86.4,43,0,männlich
154,51.7,36,1,weiblich
183,84.4,45,0,männlich
178,75.4,43,0,männlich
185,81.7,43,0,männlich
175,88.7,43,0,männlich
166,51.2,39,1,weiblich
181,88.3,43,0,männlich
156,72.2,37,1,weiblich
178,77.6,43,0,männlich
182,91.7,42,0,männlich
186,86.1,45,0,männlich
168,68.9,40,1,weiblich
177,89.2,43,0,männlich
182,85.3,44,0,männlich
162,63.7,37,1,weiblich
162,53.7,36,1,weiblich
155,52.1,34,1,weiblich
183,88.8,42,0,männlich
178,81.3,41,1,weiblich
185,93.6,43,0,männlich
174,81.4,42,0,männlich
167,80.1,38,1,weiblich
160,53.1,35,1,weiblich
171,100.4,42,0,männlich
171,60.9,39,1,weiblich
165,81.8,43,0,männlich
172,65.6,40,0,männlich
166,76.8,40,1,weiblich
160,64.0,36,1,weiblich
192,99.6,42,0,männlich
161,66.9,38,1,weiblich
167,60.8,36,1,weiblich
166,91.0,41,0,männlich
173,67.9,39,1,weiblich
170,70.3,39,1,weiblich
172,67.7,42,0,männlich
167,75.4,39,1,weiblich
173,82.7,39,1,weiblich
174,68.6,39,1,weiblich
164,56.7,36,1,weiblich
183,75.6,42,0,männlich
160,45.5,36,1,weiblich
169,64.3,38,1,weiblich
182,83.9,46,0,männlich
182,86.2,42,0,männlich
167,59.8,37,1,weiblich
178,84.8,43,0,männlich
165,55.6,39,1,weiblich
161,55.1,36,1,weiblich
180,83.2,41,0,männlich
179,67.9,42,0,männlich
164,62.5,36,1,weiblich
191,90.3,43,0,männlich
174,76.2,42,0,männlich
172,95.1,42,0,männlich
180,79.3,41,0,männlich
168,69.3,38,1,weiblich
176,89.0,43,0,männlich
191,100.6,47,0,männlich
191,79.3,45,0,männlich
173,86.0,43,0,männlich
163,70.7,38,1,weiblich
183,78.4,40,0,männlich
159,56.3,34,1,weiblich
181,94.1,45,0,männlich
180,94.9,44,0,männlich
185,80.6,42,0,männlich
180,88.2,43,0,männlich
180,92.6,41,0,männlich
178,84.5,43,0,männlich
180,89.8,43,0,männlich
171,68.5,40,1,weiblich
183,86.6,44,0,männlich
176,68.9,43,0,männlich
181,84.1,42,0,männlich
168,74.7,40,1,weiblich
184,85.6,44,0,männlich
189,99.2,46,0,männlich
169,74.8,42,0,männlich
183,86.5,44,0,männlich
163,51.2,39,1,weiblich
171,70.5,42,0,männlich
177,77.2,42,0,männlich
165,66.2,39,0,männlich
163,65.7,37,1,weiblich
186,95.1,44,0,männlich
185,102.6,45,0,männlich
164,60.3,38,1,weiblich
186,91.0,45,0,männlich
163,51.3,38,1,weiblich
165,59.1,37,1,weiblich
156,57.2,35,1,weiblich
185,75.0,44,0,männlich
168,79.0,40,0,männlich
167,61.2,39,1,weiblich
179,75.1,43,0,männlich
159,70.8,35,1,weiblich
173,88.2,43,0,männlich
158,40.0,37,1,weiblich
179,93.0,46,0,männlich
185,76.3,45,0,männlich
166,67.4,38,1,weiblich
166,79.3,40,0,männlich
163,72.6,37,1,weiblich
162,60.6,39,1,weiblich
179,88.7,40,0,männlich
155,60.6,36,1,weiblich
162,63.5,38,1,weiblich
159,64.0,39,1,weiblich
150,58.5,34,1,weiblich
196,106.4,48,0,männlich
176,77.1,40,1,weiblich
168,83.0,41,0,männlich
189,109.4,45,0,männlich
170,82.0,40,1,weiblich
168,73.3,39,1,weiblich
161,62.8,38,1,weiblich
173,67.3,41,1,weiblich
161,48.9,39,1,weiblich
164,70.6,39,1,weiblich
158,60.2,36,1,weiblich
161,59.7,36,1,weiblich
163,71.3,40,1,weiblich
165,63.1,38,1,weiblich
154,47.7,35,1,weiblich
171,57.9,41,1,weiblich
156,43.3,36,1,weiblich
175,88.4,42,0,männlich
168,61.0,39,1,weiblich
178,71.3,43,0,männlich
170,67.8,39,1,weiblich
163,74.0,40,0,männlich
156,54.1,35,1,weiblich
168,95.3,43,0,männlich
148,44.4,34,1,weiblich
162,73.3,39,1,weiblich
182,77.5,45,0,männlich
182,95.4,44,0,männlich
174,84.5,40,0,männlich
185,76.7,43,0,männlich
166,61.7,38,1,weiblich
173,69.0,40,1,weiblich
185,99.7,45,0,männlich
163,70.3,40,1,weiblich
183,75.2,45,0,männlich
165,63.6,36,1,weiblich
173,72.1,40,0,männlich
170,68.5,40,1,weiblich
180,85.3,43,0,männlich
176,73.4,42,0,männlich
184,92.8,46,0,männlich
179,88.9,42,0,männlich
172,63.9,41,1,weiblich
172,71.7,41,1,weiblich
177,78.7,43,0,männlich
168,58.0,37,1,weiblich
172,72.7,39,1,weiblich
184,96.7,45,0,männlich
155,49.7,36,1,weiblich
170,66.4,37,1,weiblich
174,72.6,42,0,männlich
167,67.7,39,1,weiblich
170,83.0,41,0,männlich
154,57.9,36,1,weiblich
176,102.6,42,0,männlich
163,76.8,38,1,weiblich
182,67.3,42,0,männlich
161,68.8,38,1,weiblich
186,96.2,44,0,männlich
169,75.1,38,1,weiblich
159,67.0,35,1,weiblich
164,72.6,39,1,weiblich
172,69.6,41,0,männlich
184,92.8,45,0,männlich
174,70.5,42,0,männlich
185,78.9,43,0,männlich
178,81.8,42,0,männlich
191,85.3,45,0,männlich
179,86.1,43,0,männlich
182,88.5,44,0,männlich
171,65.7,40,0,männlich
168,76.3,39,1,weiblich
172,67.7,36,1,weiblich
182,79.2,44,0,männlich
178,84.9,43,0,männlich
177,80.4,40,1,weiblich
186,85.3,45,0,männlich
182,86.4,40,0,männlich
184,82.3,43,0,männlich
179,73.6,40,0,männlich
161,46.6,35,1,weiblich
168,74.4,41,0,männlich
168,68.5,39,1,weiblich
180,82.8,43,0,männlich
168,61.8,40,1,weiblich
181,82.7,43,0,männlich
180,88.6,43,0,männlich
166,74.2,38,1,weiblich
165,67.9,39,1,weiblich
200,94.7,47,0,männlich
177,77.3,40,1,weiblich
174,106.4,44,0,männlich
164,62.6,37,1,weiblich
166,70.7,39,1,weiblich
186,95.8,43,0,männlich
166,70.8,40,1,weiblich
190,94.9,45,0,männlich
170,73.2,40,1,weiblich
151,56.2,35,1,weiblich
182,86.2,44,0,männlich
175,83.5,41,0,männlich
183,91.0,42,0,männlich
172,69.1,40,1,weiblich
168,71.5,39,1,weiblich
184,89.8,42,0,männlich
160,45.8,39,1,weiblich
191,94.0,42,0,männlich
184,95.0,43,0,männlich
165,55.7,38,1,weiblich
175,77.0,39,0,männlich
163,70.2,38,1,weiblich
178,74.4,43,0,männlich
169,60.6,39,1,weiblich
172,83.2,40,1,weiblich
161,48.5,39,1,weiblich
176,63.7,39,1,weiblich
182,89.1,43,0,männlich
160,51.9,36,1,weiblich
186,93.7,44,0,männlich
177,73.4,41,0,männlich
168,65.3,40,1,weiblich
166,62.8,38,1,weiblich
174,74.4,40,1,weiblich
169,67.0,40,1,weiblich
173,67.3,41,1,weiblich
172,76.4,39,1,weiblich
183,95.4,43,0,männlich
183,90.9,41,0,männlich
182,100.2,43,0,männlich
167,64.4,40,1,weiblich
167,64.2,37,1,weiblich
171,75.7,39,1,weiblich
179,87.6,44,0,männlich
188,81.5,42,0,männlich
162,45.9,39,1,weiblich
165,67.0,40,1,weiblich
175,78.3,44,0,männlich
165,68.5,38,1,weiblich
192,97.4,45,0,männlich
171,65.5,40,0,männlich
167,71.4,38,1,weiblich
193,94.9,47,0,männlich
179,82.5,46,0,männlich
176,79.8,40,1,weiblich
158,73.5,37,1,weiblich
157,62.6,36,1,weiblich
166,77.6,38,1,weiblich
156,50.2,35,1,weiblich
168,74.0,38,1,weiblich
187,92.9,47,0,männlich
170,69.5,39,1,weiblich
187,106.8,47,0,männlich
184,84.7,42,0,männlich
160,63.5,37,1,weiblich
155,65.0,38,1,weiblich
168,75.5,39,1,weiblich
168,63.7,39,1,weiblich
185,97.0,43,0,männlich
185,75.2,45,0,männlich
164,62.0,37,1,weiblich
185,91.9,46,0,männlich
175,79.8,43,0,männlich
178,85.3,42,0,männlich
191,102.3,46,0,männlich
172,68.0,40,1,weiblich
168,71.9,36,1,weiblich
169,75.3,37,1,weiblich
165,67.8,38,1,weiblich
180,81.9,45,0,männlich
157,49.5,36,1,weiblich
179,77.7,43,0,männlich
189,72.9,44,0,männlich
169,64.5,43,1,weiblich
155,52.5,35,1,weiblich
165,79.3,38,1,weiblich
157,53.9,35,1,weiblich
165,61.8,38,1,weiblich
185,75.0,44,0,männlich
178,74.1,42,0,männlich
162,61.1,37,1,weiblich
159,48.4,38,1,weiblich
164,61.1,38,1,weiblich
177,99.6,44,0,männlich
184,88.0,44,0,männlich
190,95.4,45,0,männlich
183,88.6,44,0,männlich
163,46.3,36,1,weiblich
161,43.3,33,1,weiblich
164,66.9,37,1,weiblich
179,74.7,44,0,männlich
184,97.1,43,0,männlich
166,64.8,38,1,weiblich
171,66.8,37,1,weiblich
171,59.8,40,1,weiblich
177,80.1,42,0,männlich
181,92.1,43,0,männlich
183,85.6,43,0,männlich
169,72.6,40,1,weiblich
181,87.1,41,0,männlich
170,75.1,39,1,weiblich
164,73.7,38,1,weiblich
174,69.3,41,1,weiblich
170,62.6,39,1,weiblich
183,90.0,44,0,männlich
158,55.3,37,1,weiblich
164,59.7,38,1,weiblich
177,78.1,42,0,männlich
190,91.0,43,0,männlich
186,82.1,44,0,männlich
187,76.2,44,0,männlich
174,78.8,43,0,männlich
181,65.8,45,0,männlich
163,69.5,39,1,weiblich
185,85.1,43,0,männlich
162,48.2,38,1,weiblich
170,68.1,39,1,weiblich
167,70.9,39,1,weiblich
189,99.6,46,0,männlich
175,92.7,40,0,männlich
177,98.8,43,0,männlich
160,61.6,36,1,weiblich
186,91.4,44,0,männlich
180,81.5,44,0,männlich
164,60.0,37,1,weiblich
173,71.8,41,1,weiblich
181,96.5,44,0,männlich
182,83.8,43,0,männlich
178,59.5,38,1,weiblich
179,75.0,41,0,männlich
169,63.2,37,1,weiblich
163,48.3,37,1,weiblich
188,93.2,45,0,männlich
176,65.1,43,0,männlich
181,78.8,44,0,männlich
188,84.4,42,0,männlich
160,49.9,38,1,weiblich
167,72.9,40,1,weiblich
154,70.2,38,1,weiblich
165,60.0,35,1,weiblich
169,79.8,41,0,männlich
184,84.2,42,0,männlich
156,66.4,35,1,weiblich
160,64.0,37,1,weiblich
181,82.8,42,0,männlich
167,59.9,37,1,weiblich
174,88.0,41,0,männlich
184,85.9,43,0,männlich
163,68.5,39,1,weiblich
176,71.3,42,0,männlich
174,78.9,40,1,weiblich
183,89.5,45,0,männlich
160,66.9,36,1,weiblich
169,61.4,37,1,weiblich
180,90.3,44,0,männlich
189,79.8,42,0,männlich
167,67.1,40,0,männlich
154,62.9,36,1,weiblich
194,100.5,44,0,männlich
173,96.9,43,0,männlich
159,57.6,37,1,weiblich
181,79.3,42,0,männlich
162,65.1,36,1,weiblich
182,93.9,41,0,männlich
167,58.1,40,1,weiblich
167,68.8,38,1,weiblich
181,93.1,43,0,männlich
182,77.7,43,0,männlich
160,56.7,37,1,weiblich
175,74.0,39,1,weiblich
169,80.5,39,1,weiblich
162,57.9,36,1,weiblich
175,91.1,42,1,weiblich
155,69.2,35,1,weiblich
178,81.4,45,0,männlich
168,72.3,40,1,weiblich
182,70.8,41,0,männlich
182,97.0,41,0,männlich
172,67.6,41,1,weiblich
188,85.8,43,0,männlich
166,69.4,40,0,männlich
183,77.5,41,0,männlich
159,80.2,40,1,weiblich
177,80.7,44,0,männlich
166,64.0,37,1,weiblich
165,61.1,37,1,weiblich
173,67.0,42,0,männlich
169,53.7,39,1,weiblich
177,91.5,42,0,männlich
175,68.6,38,1,weiblich
186,85.3,44,0,männlich
166,63.9,37,1,weiblich
173,82.7,39,0,männlich
173,71.8,40,1,weiblich
181,84.3,45,0,männlich
150,50.2,35,1,weiblich
168,72.2,39,1,weiblich
171,68.4,41,0,männlich
166,68.9,38,1,weiblich
171,70.6,40,1,weiblich
195,105.2,45,0,männlich
187,99.3,44,0,männlich
173,76.7,41,1,weiblich
181,73.7,42,0,männlich
157,50.2,36,1,weiblich
172,75.5,42,0,männlich
171,79.1,45,0,männlich
173,83.5,42,0,männlich
158,47.8,36,1,weiblich
162,63.3,37,1,weiblich
183,80.9,45,0,männlich
173,85.8,42,0,männlich
178,77.1,44,0,männlich
175,67.0,40,1,weiblich
183,85.1,43,0,männlich
175,74.1,41,0,männlich
178,78.1,40,0,männlich
177,92.6,45,0,männlich
162,46.6,35,1,weiblich
161,62.6,38,1,weiblich
174,76.2,42,0,männlich
159,41.1,38,1,weiblich
190,97.5,45,0,männlich
155,55.4,38,1,weiblich
172,77.6,41,1,weiblich
173,78.2,41,1,weiblich
164,60.6,38,1,weiblich
178,89.7,45,0,männlich
159,64.1,38,1,weiblich
189,90.5,45,0,männlich
171,74.3,39,1,weiblich
154,52.2,35,1,weiblich
169,59.9,39,1,weiblich
162,45.8,36,1,weiblich
152,40.0,34,1,weiblich
151,53.5,36,1,weiblich
177,83.7,44,0,männlich
181,79.1,44,0,männlich
177,96.8,44,0,männlich
191,89.3,43,0,männlich
176,83.4,43,0,männlich
166,51.9,37,1,weiblich
157,66.0,33,1,weiblich
169,64.4,40,0,männlich
170,62.1,40,1,weiblich
167,67.3,38,1,weiblich
164,61.8,36,1,weiblich
175,66.4,41,0,männlich
178,97.4,44,0,männlich
169,75.0,40,1,weiblich
175,73.5,40,1,weiblich
192,97.6,44,0,männlich
167,66.4,38,1,weiblich
172,77.5,41,1,weiblich
174,99.0,46,0,männlich
176,68.5,42,0,männlich
176,72.9,39,1,weiblich
167,72.7,38,1,weiblich
185,84.1,47,0,männlich
169,83.4,40,1,weiblich
161,50.2,36,1,weiblich
186,90.7,46,0,männlich
172,63.7,42,0,männlich
169,63.1,41,1,weiblich
169,76.4,41,1,weiblich
182,80.8,43,0,männlich
175,63.9,41,1,weiblich
158,69.9,39,0,männlich
185,79.8,44,0,männlich
152,55.7,35,1,weiblich
170,70.0,39,1,weiblich
169,62.7,38,1,weiblich
181,97.5,44,0,männlich
188,80.6,43,0,männlich
179,78.7,42,0,männlich
157,57.4,36,1,weiblich
189,88.3,46,0,männlich
185,73.6,45,0,männlich
187,104.0,46,0,männlich
172,75.7,43,0,männlich
185,61.9,43,0,männlich
164,66.7,40,1,weiblich
180,87.8,41,0,männlich
157,48.4,36,1,weiblich
184,83.9,43,0,männlich
171,68.8,39,1,weiblich
172,62.7,39,1,weiblich
167,59.3,38,1,weiblich
186,75.5,46,0,männlich
153,51.9,35,1,weiblich
172,67.4,39,1,weiblich
182,77.6,41,0,männlich
171,74.6,42,0,männlich
167,69.4,38,1,weiblich
166,61.1,37,1,weiblich
184,95.8,42,0,männlich
154,55.6,36,1,weiblich
166,65.6,37,1,weiblich
164,61.8,39,1,weiblich
188,85.6,43,0,männlich
161,73.9,38,1,weiblich
171,62.6,39,1,weiblich
183,80.1,43,0,männlich
157,66.6,35,1,weiblich
185,86.7,44,0,männlich
167,77.7,39,1,weiblich
162,57.6,37,1,weiblich
177,89.5,44,0,männlich
167,48.3,38,1,weiblich
166,63.8,38,1,weiblich
180,89.4,42,0,männlich
161,59.2,39,1,weiblich
162,65.1,37,1,weiblich
170,66.2,39,1,weiblich
181,95.6,43,0,männlich
160,58.7,36,1,weiblich
154,60.2,35,1,weiblich
164,72.7,39,1,weiblich
172,79.9,42,0,männlich
168,63.6,41,1,weiblich
178,87.4,48,0,männlich
159,47.2,35,1,weiblich
176,78.9,38,1,weiblich
161,55.4,37,1,weiblich
181,90.2,44,0,männlich
175,71.7,41,0,männlich
174,68.0,38,1,weiblich
161,55.0,37,1,weiblich
176,89.5,43,0,männlich
166,73.4,38,1,weiblich
175,79.0,39,1,weiblich
177,95.3,43,0,männlich
163,68.6,39,1,weiblich
171,72.5,41,1,weiblich
183,90.9,42,0,männlich
166,63.7,38,1,weiblich
170,70.9,41,0,männlich
175,90.6,42,0,männlich
169,63.9,39,1,weiblich
165,70.7,39,1,weiblich
170,92.6,44,0,männlich
165,65.4,36,1,weiblich
171,70.9,43,0,männlich
174,83.2,41,1,weiblich
170,72.7,43,0,männlich
186,90.5,44,0,männlich
179,104.2,42,0,männlich
176,86.3,41,0,männlich
174,66.9,39,1,weiblich
165,61.5,38,1,weiblich
185,91.2,44,0,männlich
182,96.8,42,0,männlich
180,76.8,42,0,männlich
177,92.6,44,0,männlich
171,65.6,41,0,männlich
169,74.5,39,1,weiblich
176,77.9,42,0,männlich
174,73.2,40,1,weiblich
183,88.4,44,0,männlich
168,64.2,38,1,weiblich
172,70.9,42,0,männlich
173,70.6,40,1,weiblich
192,100.2,46,0,männlich
172,78.3,40,0,männlich
167,68.4,39,1,weiblich
164,70.2,38,1,weiblich
189,95.1,47,0,männlich
178,91.5,43,0,männlich
170,71.2,41,0,männlich
171,68.1,39,1,weiblich
179,88.0,42,0,männlich
179,87.2,42,0,männlich
175,75.9,39,0,männlich
180,93.4,42,0,männlich
186,84.8,46,0,männlich
192,95.2,47,0,männlich
165,81.8,39,0,männlich
166,59.3,37,0,männlich
163,65.3,37,1,weiblich
159,57.7,36,1,weiblich
182,91.9,41,0,männlich
186,69.1,43,0,männlich
163,59.6,38,1,weiblich
165,55.3,38,1,weiblich
181,89.5,44,0,männlich
178,80.1,44,0,männlich
176,66.2,43,0,männlich
187,84.7,44,0,männlich
164,71.6,38,1,weiblich
174,79.8,43,0,männlich
167,68.4,37,1,weiblich
163,67.0,36,1,weiblich
183,91.3,45,0,männlich
163,69.3,37,1,weiblich
166,67.8,39,1,weiblich
165,62.2,37,1,weiblich
171,71.0,39,1,weiblich
187,94.0,44,0,männlich
183,82.2,45,0,männlich
172,85.0,41,0,männlich
168,65.6,38,1,weiblich
161,67.3,39,1,weiblich
174,71.5,41,0,männlich
168,62.0,37,1,weiblich
164,79.2,39,1,weiblich
155,55.5,35,1,weiblich
177,81.7,43,0,männlich
173,76.1,41,0,männlich
160,67.1,36,1,weiblich
181,88.1,43,0,männlich
189,82.3,43,1,weiblich
170,81.0,41,1,weiblich
160,51.4,36,1,weiblich
170,73.8,40,0,männlich
162,73.6,39,1,weiblich
166,53.5,36,1,weiblich
181,86.5,42,0,männlich
184,84.6,45,0,männlich
188,106.4,48,0,männlich
166,57.8,40,1,weiblich
169,62.9,38,1,weiblich
174,67.7,40,0,männlich
177,101.0,42,0,männlich
165,61.2,38,1,weiblich
178,82.0,42,0,männlich
172,73.7,42,0,männlich
172,79.8,42,0,männlich
159,62.2,37,1,weiblich
175,84.6,42,0,männlich
153,61.4,36,1,weiblich
171,78.7,38,1,weiblich
175,87.0,41,0,männlich
146,41.0,34,1,weiblich
178,77.3,43,0,männlich
171,66.9,42,0,männlich
171,77.4,40,1,weiblich
176,81.3,43,0,männlich
181,94.9,46,0,männlich
169,69.4,40,0,männlich
182,77.2,43,0,männlich
186,94.8,46,0,männlich
188,90.4,46,0,männlich
159,63.1,37,1,weiblich
172,75.3,41,1,weiblich
169,80.3,39,1,weiblich
163,71.0,37,1,weiblich
166,56.5,37,1,weiblich
180,88.4,43,0,männlich
158,68.2,39,1,weiblich
176,61.7,39,1,weiblich
164,71.4,40,1,weiblich
171,84.8,40,0,männlich
160,64.3,40,1,weiblich
186,92.8,44,0,männlich
184,83.2,44,0,männlich
191,89.7,45,0,männlich
176,78.5,42,0,männlich
179,72.6,43,0,männlich
186,88.6,45,0,männlich
176,85.8,45,0,männlich
180,82.6,41,0,männlich
182,86.1,42,0,männlich
186,76.2,45,0,männlich
165,55.0,39,0,männlich
169,78.2,39,1,weiblich
171,80.6,40,0,männlich
153,51.3,35,1,weiblich
187,82.0,43,0,männlich
178,96.5,45,0,männlich
181,66.8,41,0,männlich
167,71.5,38,1,weiblich
178,84.6,40,0,männlich
159,57.1,36,1,weiblich
184,86.6,44,0,männlich
186,83.8,43,0,männlich
177,80.7,40,1,weiblich
162,49.3,35,1,weiblich
164,68.6,38,1,weiblich
184,85.3,44,0,männlich
178,88.2,41,0,männlich
184,87.3,41,1,weiblich
191,93.7,47,0,männlich
194,90.5,48,0,männlich
183,91.9,42,0,männlich
164,76.1,38,1,weiblich
171,67.1,39,0,männlich
172,80.0,39,1,weiblich
159,63.5,37,1,weiblich
187,83.8,43,0,männlich
170,72.4,38,1,weiblich
182,92.2,43,0,männlich
161,68.9,38,1,weiblich
185,98.4,46,0,männlich
173,70.7,40,0,männlich
175,86.2,44,0,männlich
155,49.5,37,1,weiblich
164,71.7,39,1,weiblich
176,81.8,40,0,männlich
156,59.8,36,1,weiblich
180,93.1,44,0,männlich
181,93.0,44,0,männlich
166,63.0,36,1,weiblich
159,60.8,35,1,weiblich
166,71.4,39,1,weiblich
180,95.1,44,0,männlich
169,72.5,41,1,weiblich
168,70.5,37,1,weiblich
163,75.1,39,1,weiblich
180,91.3,44,0,männlich
193,104.8,46,0,männlich
166,66.2,39,1,weiblich
162,50.1,37,1,weiblich
184,87.5,43,0,männlich
175,102.0,42,0,männlich
164,63.2,39,1,weiblich
168,71.1,39,1,weiblich
181,92.3,41,0,männlich
173,69.2,39,1,weiblich
162,79.7,40,1,weiblich
178,75.1,38,0,männlich
173,72.7,39,1,weiblich
175,73.7,42,0,männlich
161,53.5,37,1,weiblich
184,87.5,45,0,männlich
187,104.6,47,0,männlich
176,71.3,41,0,männlich
170,75.0,39,1,weiblich
177,91.3,43,0,männlich
165,63.6,37,1,weiblich
149,57.2,35,1,weiblich
175,93.5,42,0,männlich
185,75.8,44,0,männlich
176,90.2,42,1,weiblich
158,52.3,37,1,weiblich
172,88.4,45,0,männlich
178,75.5,41,0,männlich
159,61.9,37,1,weiblich
174,69.2,40,1,weiblich
181,94.2,42,0,männlich
175,81.4,44,0,männlich
171,86.3,42,0,männlich
177,75.6,43,0,männlich
183,95.5,44,0,männlich
172,68.0,41,0,männlich
169,67.3,38,1,weiblich
161,53.7,36,1,weiblich
175,82.4,42,0,männlich
170,56.9,38,1,weiblich
182,87.8,44,0,männlich
180,87.7,42,0,männlich
175,87.1,42,0,männlich
167,52.7,37,1,weiblich
177,81.4,41,0,männlich
174,71.4,40,1,weiblich
179,71.2,43,0,männlich
167,64.0,37,1,weiblich
156,65.7,36,1,weiblich
166,67.4,39,1,weiblich
161,60.1,36,1,weiblich
179,84.4,41,0,männlich
190,86.0,47,0,männlich
161,63.2,37,1,weiblich
173,76.8,41,1,weiblich
168,73.5,38,1,weiblich
170,63.7,40,1,weiblich
187,96.9,44,0,männlich
162,59.9,37,1,weiblich
172,83.6,43,0,männlich
181,87.5,44,0,männlich
155,56.3,35,1,weiblich
160,59.6,37,1,weiblich
170,68.4,39,1,weiblich
185,94.3,46,0,männlich
174,84.7,41,0,männlich
188,98.2,47,0,männlich
175,64.8,39,1,weiblich
169,64.9,40,1,weiblich
177,75.4,40,1,weiblich
173,91.1,41,0,männlich
163,72.4,40,1,weiblich
165,74.1,38,1,weiblich
156,57.8,36,1,weiblich
160,56.6,37,1,weiblich
177,80.7,45,0,männlich
159,58.6,36,1,weiblich
178,84.3,42,0,männlich
164,71.5,38,1,weiblich
180,96.4,43,0,männlich
180,85.2,43,0,männlich
183,95.5,44,0,männlich
179,76.6,41,0,männlich
183,77.5,44,0,männlich
161,57.8,37,1,weiblich
168,60.5,37,1,weiblich
168,61.3,39,1,weiblich
163,70.3,38,1,weiblich
175,82.7,40,0,männlich
174,86.7,40,1,weiblich
188,94.7,43,0,männlich
175,84.6,42,0,männlich
166,72.8,36,1,weiblich
161,56.8,38,1,weiblich
167,61.5,38,1,weiblich
180,80.1,44,0,männlich
158,50.4,35,1,weiblich
158,53.8,37,1,weiblich
170,77.1,41,0,männlich
176,73.4,42,0,männlich
184,104.9,46,0,männlich
182,85.2,44,0,männlich
183,79.1,41,0,männlich
176,74.7,42,0,männlich
173,71.2,40,1,weiblich
177,84.9,42,0,männlich
183,88.4,41,0,männlich
185,76.7,44,0,männlich
173,71.0,41,1,weiblich
179,74.5,42,0,männlich
166,67.0,38,1,weiblich
158,62.2,38,1,weiblich
181,80.2,43,0,männlich
176,79.5,41,1,weiblich
167,75.2,40,1,weiblich
188,93.4,43,0,männlich
183,82.9,44,0,männlich
163,60.5,39,1,weiblich
165,85.1,39,1,weiblich
190,97.9,46,0,männlich
156,78.5,36,1,weiblich
177,81.9,42,0,männlich
192,113.5,46,0,männlich
177,93.2,42,0,männlich
165,63.0,37,1,weiblich
175,91.3,42,0,männlich
182,80.6,43,0,männlich
167,65.2,38,1,weiblich
180,71.9,43,0,männlich
162,63.1,38,1,weiblich
155,48.4,36,1,weiblich
159,57.8,36,1,weiblich
159,45.2,37,1,weiblich
184,99.2,46,0,männlich
179,78.5,40,1,weiblich
168,70.0,39,1,weiblich
169,58.9,39,1,weiblich
181,86.7,44,0,männlich
168,75.6,40,1,weiblich
187,91.3,43,0,männlich
175,74.3,42,0,männlich
166,84.0,39,1,weiblich
184,92.9,45,0,männlich
168,63.6,39,1,weiblich
174,72.2,41,0,männlich
159,69.9,37,1,weiblich
166,61.3,38,1,weiblich
176,68.3,44,0,männlich
165,65.2,38,1,weiblich
166,78.6,40,1,weiblich
162,72.3,39,1,weiblich
174,78.2,41,0,männlich
187,97.0,41,1,weiblich
185,92.8,44,0,männlich
168,76.6,40,0,männlich
170,69.9,42,0,männlich
159,63.3,36,1,weiblich
166,57.4,37,1,weiblich
186,95.9,45,0,männlich
181,77.3,44,0,männlich
177,86.0,43,0,männlich
160,53.6,38,1,weiblich
187,93.2,43,0,männlich
192,90.1,43,0,männlich
169,61.6,37,1,weiblich
167,63.1,38,1,weiblich
178,75.9,40,0,männlich
179,94.6,44,0,männlich
187,91.2,45,0,männlich
169,84.6,40,0,männlich
167,69.7,39,0,männlich
170,73.6,44,0,männlich
188,84.8,44,0,männlich
161,74.1,40,1,weiblich
181,83.3,43,0,männlich
174,73.6,43,0,männlich
192,105.3,46,0,männlich
157,53.0,36,1,weiblich
170,70.2,40,0,männlich
170,80.4,43,0,männlich
161,71.7,38,1,weiblich
171,75.9,41,0,männlich
177,85.6,42,0,männlich
183,92.7,42,0,männlich
177,65.7,39,0,männlich
163,56.7,38,1,weiblich
170,75.7,40,1,weiblich
186,102.1,45,0,männlich
186,62.6,42,0,männlich
175,97.8,41,0,männlich
181,86.2,43,0,männlich
